balance,block_time,dao_address,uni_vote_count,voter_address
0.15120000000000006,2023-09-28 04:38:11.000 UTC,0x408ed6354d4973f66138c91495f2f2fcbd8724c3,4,0x00efd31f9c3be9f64146fe930b7a302e02905f8c
1.105499927312395,2022-02-25 01:29:17.000 UTC,0x408ed6354d4973f66138c91495f2f2fcbd8724c3,2,0x014078bd10840e98febe50a372f32dfd4f160e84
0.2028604749514,2022-12-05 13:48:23.000 UTC,0x408ed6354d4973f66138c91495f2f2fcbd8724c3,2,0x0318d38dcb790e4014935d708874833560bb0d40
1.037165887585227,2022-09-20 08:57:23.000 UTC,0x408ed6354d4973f66138c91495f2f2fcbd8724c3,1,0x0a58be2f2b8762e5c53057b62e43701c8d5adee0
0.17049671176837758,2023-08-20 22:56:35.000 UTC,0x408ed6354d4973f66138c91495f2f2fcbd8724c3,1,0x14d607c20ff934b0d895577c6e80ab0cd6a8b322
3.1704967117683776,2023-02-14 06:52:23.000 UTC,0x408ed6354d4973f66138c91495f2f2fcbd8724c3,1,0x14d607c20ff934b0d895577c6e80ab0cd6a8b322
0.34476591947813906,2023-01-21 09:04:47.000 UTC,0x408ed6354d4973f66138c91495f2f2fcbd8724c3,1,0x14d607c20ff934b0d895577c6e80ab0cd6a8b322
0.19051250163671146,2022-12-21 07:36:35.000 UTC,0x408ed6354d4973f66138c91495f2f2fcbd8724c3,1,0x14d607c20ff934b0d895577c6e80ab0cd6a8b322
0.0056589732163164,2022-09-17 07:08:35.000 UTC,0x408ed6354d4973f66138c91495f2f2fcbd8724c3,1,0x14d607c20ff934b0d895577c6e80ab0cd6a8b322
3.9856589732163163,2022-09-17 07:03:59.000 UTC,0x408ed6354d4973f66138c91495f2f2fcbd8724c3,1,0x14d607c20ff934b0d895577c6e80ab0cd6a8b322
0.10199998923379065,2022-11-30 08:17:59.000 UTC,0x408ed6354d4973f66138c91495f2f2fcbd8724c3,2,0x17710b9e26a497849072d2234d4ff21399b580f1
0.0,2024-12-28 08:13:59.000 UTC,0x408ed6354d4973f66138c91495f2f2fcbd8724c3,3,0x17745bfca17b8b89b8665e545c7aa085e932d2ac
1.0557907081927618,2022-07-14 09:22:56.000 UTC,0x408ed6354d4973f66138c91495f2f2fcbd8724c3,3,0x17745bfca17b8b89b8665e545c7aa085e932d2ac
0.0,2020-09-27 09:46:20.000 UTC,0x408ed6354d4973f66138c91495f2f2fcbd8724c3,3,0x17745bfca17b8b89b8665e545c7aa085e932d2ac
18.386885844684,2020-09-26 12:22:33.000 UTC,0x408ed6354d4973f66138c91495f2f2fcbd8724c3,3,0x17745bfca17b8b89b8665e545c7aa085e932d2ac
,,0x408ed6354d4973f66138c91495f2f2fcbd8724c3,1,0x1ad62c7dc2370ea67f899328420605b77289f6c4
0.0,2024-06-27 01:31:23.000 UTC,0x408ed6354d4973f66138c91495f2f2fcbd8724c3,1,0x1b3efcd48aa4c56a78b082d64e4c1992b56c8146
1.0,2022-04-28 10:23:02.000 UTC,0x408ed6354d4973f66138c91495f2f2fcbd8724c3,1,0x1b3efcd48aa4c56a78b082d64e4c1992b56c8146
0.0,2021-02-19 05:18:47.000 UTC,0x408ed6354d4973f66138c91495f2f2fcbd8724c3,1,0x1b3efcd48aa4c56a78b082d64e4c1992b56c8146
500.0,2020-12-07 07:20:30.000 UTC,0x408ed6354d4973f66138c91495f2f2fcbd8724c3,1,0x1b3efcd48aa4c56a78b082d64e4c1992b56c8146
5002.77507,2020-11-27 08:57:06.000 UTC,0x408ed6354d4973f66138c91495f2f2fcbd8724c3,1,0x1b3efcd48aa4c56a78b082d64e4c1992b56c8146
4000.00007,2020-11-19 02:01:38.000 UTC,0x408ed6354d4973f66138c91495f2f2fcbd8724c3,1,0x1b3efcd48aa4c56a78b082d64e4c1992b56c8146
5580.121270000001,2020-11-10 09:16:43.000 UTC,0x408ed6354d4973f66138c91495f2f2fcbd8724c3,1,0x1b3efcd48aa4c56a78b082d64e4c1992b56c8146
7970.12127,2020-11-03 08:15:31.000 UTC,0x408ed6354d4973f66138c91495f2f2fcbd8724c3,1,0x1b3efcd48aa4c56a78b082d64e4c1992b56c8146
7373.35933,2020-11-03 08:00:58.000 UTC,0x408ed6354d4973f66138c91495f2f2fcbd8724c3,1,0x1b3efcd48aa4c56a78b082d64e4c1992b56c8146
0.0,2020-09-17 02:54:14.000 UTC,0x408ed6354d4973f66138c91495f2f2fcbd8724c3,1,0x1b3efcd48aa4c56a78b082d64e4c1992b56c8146
400.0,2020-09-17 02:21:54.000 UTC,0x408ed6354d4973f66138c91495f2f2fcbd8724c3,1,0x1b3efcd48aa4c56a78b082d64e4c1992b56c8146
