project,proposal_id,voter_address,votes
ens,4208408830555077285685632645423534041634535116286721240943655761928631543220,0x015122a625b45f68e6d795c0ab99fc7107e4c3b9,2.5734134169386564
ens,4208408830555077285685632645423534041634535116286721240943655761928631543220,0x02107d3cce3ab6063951c47596ab79a8ce094660,0.2098409391665231
ens,4208408830555077285685632645423534041634535116286721240943655761928631543220,0x025376e7e7f161a198fb5fc90a220a553836d11a,246.87990929437802
ens,4208408830555077285685632645423534041634535116286721240943655761928631543220,0x029183bd9a47cdd7f5df8fb64382022c4b681b63,5085.150597365706
ens,4208408830555077285685632645423534041634535116286721240943655761928631543220,0x035ebd096afa6b98372494c7f08f3402324117d3,350.3882939128677
ens,4208408830555077285685632645423534041634535116286721240943655761928631543220,0x06c4865ab16c9c760622f19a313a2e637e2e66a2,2.0000000000000004
ens,4208408830555077285685632645423534041634535116286721240943655761928631543220,0x0af0b30f1e178c68641e81b2ea78380de6dd8e16,0.9162502161192494
ens,4208408830555077285685632645423534041634535116286721240943655761928631543220,0x0ba69ffebbe224a35309a295154c2b9d1947e73b,0.17395204025661667
ens,4208408830555077285685632645423534041634535116286721240943655761928631543220,0x0f7c548c3c100e1ad6a1f092d95884cc4dcef4bb,0.0
ens,4208408830555077285685632645423534041634535116286721240943655761928631543220,0x111ae4d8db445c46b4c342abbbb508519275d3c3,13.225942727699666
ens,4208408830555077285685632645423534041634535116286721240943655761928631543220,0x11cef2922019c399288a4669d147bf1ce54cf3c7,7.140759546301906
ens,4208408830555077285685632645423534041634535116286721240943655761928631543220,0x1215af4ab7c92f4c15d3da2204d6176828a60e77,0.0
ens,4208408830555077285685632645423534041634535116286721240943655761928631543220,0x1297dc893c78e035e000e33533ac38b0d3804e4f,3.0807579124796467
ens,4208408830555077285685632645423534041634535116286721240943655761928631543220,0x135b2c230e7f0db61f8b9ea4de535d4f3eff2f12,1.05
ens,4208408830555077285685632645423534041634535116286721240943655761928631543220,0x144abc35f51f72f76a77ef3c04d9d61715bccd53,100.14742861263092
ens,4208408830555077285685632645423534041634535116286721240943655761928631543220,0x1544369036b3bd4686fe97310fb3ba94f54b18d5,0.1302819828317015
ens,4208408830555077285685632645423534041634535116286721240943655761928631543220,0x15de24988c1eb79dd35f40da2f29a5386f6b2185,0.0
ens,4208408830555077285685632645423534041634535116286721240943655761928631543220,0x1656454c5e8c8054a25c8f49cd9e60bf25ce1b75,1.2409229455975905
ens,4208408830555077285685632645423534041634535116286721240943655761928631543220,0x16aa252fc8a60187e7f52a2f0f2292914f65caa3,11.623895246330052
ens,4208408830555077285685632645423534041634535116286721240943655761928631543220,0x17061b08892224811aeefa2152118eaa337614ac,6.601622999468283
ens,4208408830555077285685632645423534041634535116286721240943655761928631543220,0x1768de8f4f23d495c25ee5a25b4e1f8f14670613,10.260446439132599
ens,4208408830555077285685632645423534041634535116286721240943655761928631543220,0x179a862703a4adfb29896552df9e307980d19285,1742.0199997039417
ens,4208408830555077285685632645423534041634535116286721240943655761928631543220,0x1a199654959140e5c1a2f4135faa7ba2748939c5,11.376406984393046
ens,4208408830555077285685632645423534041634535116286721240943655761928631543220,0x1ac7ce8d9761411fdff4f7c3dc52e7617759636e,40.0
ens,4208408830555077285685632645423534041634535116286721240943655761928631543220,0x1ccb144b700ec726d37db38c617e154de6d9c0d0,1.204973544480251
ens,4208408830555077285685632645423534041634535116286721240943655761928631543220,0x1d5460f896521ad685ea4c3f2c679ec0b6806359,100475.70338354021
ens,4208408830555077285685632645423534041634535116286721240943655761928631543220,0x1e9b28dfb54f1414c8c5b2d4dd19826b1dce69d6,0.10665529739092645
ens,4208408830555077285685632645423534041634535116286721240943655761928631543220,0x23c4111d6f85de542dd8ad911c7c3cc66e98faa7,1.0
ens,4208408830555077285685632645423534041634535116286721240943655761928631543220,0x23da7bb497f78c65eafae5ec0dc7dc5cdd7c0df4,6.3
ens,4208408830555077285685632645423534041634535116286721240943655761928631543220,0x240d5431e197afe6269a71892937732500254e0d,1.2011303569949283
ens,4208408830555077285685632645423534041634535116286721240943655761928631543220,0x274829c52bba894d62a4931b46b76cfe0606ac26,5.17299109
ens,4208408830555077285685632645423534041634535116286721240943655761928631543220,0x28d9e67aa72214f90d728901df0ddcd15b668151,1.0
ens,4208408830555077285685632645423534041634535116286721240943655761928631543220,0x29a82e07b96c405ac99a8023f767d2971546de70,6399.876201177937
ens,4208408830555077285685632645423534041634535116286721240943655761928631543220,0x2ae44e30757f034679f0a85454f92bf6681e38d9,1.203363330887363
ens,4208408830555077285685632645423534041634535116286721240943655761928631543220,0x2b888954421b424c5d3d9ce9bb67c9bd47537d12,111629.08682053708
ens,4208408830555077285685632645423534041634535116286721240943655761928631543220,0x2c1b62becd768a5bb0f26ae88efa8133d2e0c867,114.2923179674117
ens,4208408830555077285685632645423534041634535116286721240943655761928631543220,0x2c1c9494a6e58d386fa8f6969a636bc1bb2491b8,0.11857293538040696
ens,4208408830555077285685632645423534041634535116286721240943655761928631543220,0x2c6628d60836ad7ec2271e2ebd9a40adc29f1b6a,42.39915092064023
ens,4208408830555077285685632645423534041634535116286721240943655761928631543220,0x2cdbf767d60b55eb5375ddd5eaed28c85a536768,0.7221024816934585
ens,4208408830555077285685632645423534041634535116286721240943655761928631543220,0x2d9b2cb2e5510679b71d2c07adf24deb65daeecf,2.3017914068977285
ens,4208408830555077285685632645423534041634535116286721240943655761928631543220,0x30c7f4f7504d6366916f669cd8e731ed4df6c702,1950.7103926977309
ens,4208408830555077285685632645423534041634535116286721240943655761928631543220,0x3113e093e079e39e79a494d02ff15c353b076693,0.1869557285317615
ens,4208408830555077285685632645423534041634535116286721240943655761928631543220,0x3160b98aa7e474696198a9d44836b29e2d846bb7,100.0
ens,4208408830555077285685632645423534041634535116286721240943655761928631543220,0x316396a841561141aff7aa9de28cdefc4ee40cee,0.22221340638784767
ens,4208408830555077285685632645423534041634535116286721240943655761928631543220,0x32f9dd5944d5a9c56087ce5844c37c82e9a1684c,100.0
ens,4208408830555077285685632645423534041634535116286721240943655761928631543220,0x3313b101ebf2c8e7db8fc3251f93547d804c6436,1.1128957159301534
ens,4208408830555077285685632645423534041634535116286721240943655761928631543220,0x3335cc8bda40fb5a5f8db1d0011dec98728d81e1,8542.95988403111
ens,4208408830555077285685632645423534041634535116286721240943655761928631543220,0x33dde5b4f0db040c1b006f383b59e207936c90e5,11.128438026992931
ens,4208408830555077285685632645423534041634535116286721240943655761928631543220,0x3496cc53d6d8650ec936891038e656a85475126b,1.0
