voter_address,address_type
0x5acccad1932174a7df449905316679f4d6dc6748,EOA
0x76a6d08b82034b397e7e09dae4377c18f132bbb8,EOA
0xa92e0f4dd03072fd335bd4d137aeb85510fb219d,EOA
0x3c3000c507d84ffe9212e21d75b609425dc3040f,EOA
0x52875f6f3dcede8c735ae95c35a56e48a7cf62dd,EOA
0xfbf5891e54cd745b52fb33893fb74fd90accf745,EOA
0x4845549cca646f83fa3faf7ea7deb33dc4c11875,EOA
0x5c381989ccb4f8ae3c61e3c389a08c84042a9f53,EOA
0xc2881ca4f6a32692f49257b6aa907e6271533327,EOA
0x42b0a3c7f94a9ee4ac3e2242ec8031f45df7f589,EOA
0xd04584d212d86d74bcf3f5b24d9d336e4daa6587,EOA
0xd8dea87ddcc0c3c1464ded6102e4d3e829d0ae41,EOA
0x8b5477103b22bde5e47af55a558f3c9ae1d4c76e,EOA
0x9b68c14e936104e9a7a24c712beecdc220002984,EOA
0x2d7630fd8e2924c9cca05a35f25fb517d4ff4fc6,EOA
0x2a71be62628a8621dc7fa0e0441bd4df7a4ffcf0,EOA
0xe35d5ca7dd27bda27fa571b888ab0b4d085fa831,EOA
0x05de9eab5dca4f917327c2b81923e6c4b411a1b9,EOA
0xba6c58c0b9679e1836f369161acc46662a63c593,EOA
0x03359b151edbec8bb745bfdac47f1ad02d6d06ba,EOA
0x2423145cfec0139e87a71faf5c558f32d677f7a9,EOA
0x040d5a87ec7e675201e38846966d0afe3b1e07f9,EOA
0x01f0729390c53a01a6c1afc36c3804cc1c3eaead,EOA
0xf2c43e7f7772144fa9f025b4572bafbc0a1c0bc2,EOA
0xf166165839caad70726d6a25b37a4a4df2bf7b66,EOA
0xde2871631f3284139d3ac6332a33f4eb5f660209,EOA
0x4ddfbc022a413a79401baec4947b04a0c0572c17,EOA
0xdc1f98682f4f8a5c6d54f345f448437b83f5e432,EOA
0x7a7a6f330d111f3b18c2c2fb77365ed230d894bb,EOA
0x1043255152fba0d2086e94d9e6fcebea481b3515,EOA
0x901c4b4444e52544ebb4f0fc150174924cedcbc8,EOA
0x5acb0787837ec660eb016ee534bc7e413ef8eedf,EOA
0xfcd0845cbac7e7af231573cdc8767a11e837a868,EOA
0x6c4adea8f704410d4146368203856dc4c439acdb,EOA
0xb2502a17c5328c78d2f541bbdac38ce306e66a66,EOA
0xf42cd298c1a1ffc7e8e82780431c24cff9751496,EOA
0xa8fe82a8a726aac05c4cb7f336989b5535ce46c5,EOA
0xc301f5b31e4894fbc89b777883ccd4304672b655,EOA
0xa7b8a3d52a2e2859c92504a06df47713f741bf2e,EOA
0xf0101200ca2b1b32d6108847278efd64c9009132,EOA
0x8d5ee167d913a79c1afd062e51146370238c6c26,EOA
0x2a6b7d01ed691c6e17719f486e7b48b189913f0e,EOA
0x2083370bcf334d50ca7c6e06e969481365b92e21,EOA
0x6a8e73e246fa4e7b3b45a1a2fe3a7c245878158c,EOA
0x8e0c2e0faf767920e1ab8910a294c3ba249c9dfb,EOA
0x0af0b30f1e178c68641e81b2ea78380de6dd8e16,EOA
0x1a768447afbb2eccd3f77ea959e7924b421ae650,EOA
0x2d70fb051a6ff8ea2ba3f23cfec079eab774e27b,EOA
0xa38f82506c3ab79816d625ad286574133fc6f4e9,EOA
0xf40d3fbc94b7f453b8ba2d9b97b2838ca8ac8c16,EOA
0xd27ab49790aeb31a441eda264b17ec7bb9771eca,EOA
0xe61da0ec053793a96f42556934c5e55767698045,EOA
0xe0a1890f3ee329faf70bfbf2aa598daff2f4e149,EOA
0xabca822e2dc539f2e106a933f362b807c0669567,EOA
0x9349738c1491d4dddfdddc3a4cb0e3e709934c63,EOA
0x33f6ee932cea603fafd6854827259be172c91da4,EOA
0x01cf9fd2efa5fdf178bd635c3e2adf25b2052712,EOA
0xfe667f5bb242473bfa5e1eaf305703f2322795cf,EOA
0x84acee946118abacc23d7dcfa3b4dc5f6bd17a81,EOA
0x79d4d87a911dec491125c9a9908fcb6c06e4f6a2,EOA
0x47994dbe2801152aa208465ca2b7553546795baa,EOA
0x90e9e4a238a6d3724f237275b5043974d17e4f50,EOA
0x0af0b30f1e178c68641e81b2ea78380de6dd8e16,EOA
0x6cc57e9bc2b42c251da40b4a5fc517add28470ac,EOA
0x7eb885b31130543f7a8e1fcffc4d03159838e598,EOA
0x896002e29fe4cda28a3ae139b0bf7bac26b33a8c,EOA
0x3b7139715935682c3fc6e4bbd449ba549d3f9946,EOA
0x3eed6b482da0071dec32c01d9d5254686b44a819,EOA
0x06436dbca7d59a31237aadbf131effd0d09ecaa7,EOA
0x24749aedf18208ab74a8110e07e820286bb5acf8,EOA
0x05b27deb31ac151d19dcc51370ef7e8e239775a6,EOA
0x8d4fcf8170a20ccc91fab546ee57bd01c930e608,EOA
0x433055f03b75157c47fb972ee30453333cb2e1d9,EOA
0x7ae109a63ff4dc852e063a673b40bed85d22e585,Contract
0xabffa4665caa93be45debb260889307d381da9d0,EOA
0x87f11099c13c438d6af735fe8f28ad06a3103dcf,EOA
0x2f1f1339481746683c47e8713949e6744e7ef8cc,EOA
0x1795dee42dec2705f7a228fe0e62cd0a143a8de3,EOA
0x8fe6f2bd808bfb403e9a2bcf94892a61fc6b7e3e,EOA
0x2f647d87905eb9e6aec0880766e543a66eee4213,EOA
0xbe8fea1e191ba94d98a5c321384ac6adb1c13463,EOA
0x21190d07a46a6b2f4eb87cbcb74d0b2145345d77,EOA
