total_hold_weight,vote_count,voter_address
9.915400480773602,2,0xf447b405fc7b41ddfef3cf66ec790eabd6b26a47
10.561576448239666,1,0x399babf276f7168db62d0ff9d7cf427f529a40e2
11.178992423492236,3,0xdd0aa164291f5780522d7efe334b2ab342096555
14.568819615453029,1,0x4d4ac65513fee380c596ac9edfac588782831bdf
18.87846963925798,1,0xb315b7896954edf063654c6983779b6d23454b2b
21.42361540232131,1,0x81e1cebd9bea2396716689824216fb33c7448c9d
23.004836860827652,2,0x348dc3c02f16312c370841caed62554a023d9876
40.0,1,0x6f9f3bc055c5f86972e45588a610349824f69ee1
40.0,2,0x232f9b36fb579a71034dc21a467c921eec01faa9
40.06150360000001,1,0x91f5f79c7ea0eba35d5a1538b2563b85ec31dab7
43.00747700000001,1,0x13af9002d619db4cab8440e7dc18ad533ec99cc1
46.095,4,0xe1ce9bc165c75adcc7f029535b4cbe9ae1c417b7
46.095,3,0x85f3f846a2e13970adea6c213a90c8f61c6e86ef
46.095,4,0x5fe21bdc748285b817cd6602fe01150cb36e8cbb
46.2948,4,0xd29f4aadba29e7f87adccca12b326d7ac9d4a7c0
46.2948,4,0x60171fd5330ea9e47dfb9a5093b76a56894d8500
46.2948,3,0xb5439857f116637495aab7cf08faef183419da66
46.294900000000005,4,0xc39b7ba519c3037d4518571bde098ad0a015eeb3
46.4947,4,0xe97f8e5dee319d0ffab30bc0b250b15458faf4cb
46.4948,4,0x6e28ac1807232737deed5d68b11faaed99fad3f6
46.6946,4,0xe24dca25143b640835a3de33c6fae9f216ad5a44
46.6947,4,0x9738382ce3871d8f9506898e0eda762238c707f4
46.6947,4,0xe790c5ed8a80300c3d6d5c112fa26b5f5abae931
46.6947,3,0x3d8c71e8621ff9195edbe433f61f8d74eb6e7a49
46.8946,4,0xb2542814f3245b4d499051afbf7034e897cceb95
47.0944,4,0x3306af0be8d44b95539b156ddfcd634b94e1a7a5
56.631867300284235,1,0xad58903fb2b548ad35916c6ef840480f9e146142
58.00334201045431,1,0xf8a7c767cefe1db726694d493ca290987c3c9b70
65.102776385,3,0xa2a17af6afb44120a7efc4d908a0a5a0d60eeb40
65.974218882,1,0x38fa7bf4911e3ddeeff3ee03dee81c4d91556d1e
69.81552089474125,1,0x38dcfa6b1263c33fbbc2bafd4882a7dd5027472d
80.0,1,0x21f50cf541b464cb9cadf8a8c7158f29b5f05942
80.0,1,0xcd8b660eba5edd545c0943fb0a7e08fba52cb140
81.48915153558086,1,0x79fc15fde617f9b2032433878afae6f7ee525558
85.32636952657859,2,0x175770640c5f125afbb7f4af3fe79b9cd61472f3
99.862214,3,0x16df32d3d2d6c63cd6f1b97e87536bfbf7113794
119.5,1,0x7dae8b804b6a85d3ef20fecb3aee8a8f343d6edf
120.0,1,0x4282341588f94c158bfaa40ae2c9f3abfdac647f
120.0,1,0x3976641d41d423f08cb2a00b25bf225be965568b
120.04025969999998,1,0xa01c28cebcea47f26877995af0dd8a445f4adad5
130.14859999999845,1,0x20312314ca93818ba56792fc2a09cd00080acd85
131.56651848662887,1,0xd85a7d8ff1188dfa86343667da58d12f82da31da
139.696244842,1,0x85aa9b9a1346b398c8827c605cf4b12dda658c54
147.5303398,1,0xe388f749bd089720ee6ece8aacc8d8e89be2c4e9
166.67200000000048,1,0x682ab64ab1e619fee07c3e403cf73c339a848236
178.67232245134912,1,0x902fc38af709401a7cf604b333bbcde86499528f
194.00899646191306,3,0x1094e2baa49104d1925f8fec5940a37cee6303ec
196.4025,6,0xfd462161692080c924772623eab2ecdf7f56b928
197.6,1,0xd26a0a35321c6793e47eb602f1676c915caf111c
204.75315788995545,1,0x6453a5733c4f03a5d290082a0d0aed5e876404c0
210.24391128116156,1,0xf197f751d78713570b5c332ad701b049ceb6b4af
216.4358,7,0x5615f06fcdf071e2715371ab44480f944a2c6a3a
228.28283999999982,1,0x5e1588b191d126450c46949e51aab7953aa34f43
229.77200000000002,2,0x7457137a9f3c124680cdfc6998ee0bb6a487e9ba
230.1,1,0x93d5ddf80d2264076a0d4ed394050abd8b81c394
236.46939999999995,4,0xb3ec61d3904be2f95efec7b045cd3702afe26a6b
256.766686970559,1,0x748964d0028e407a539d257c8490cb9a5664f330
263.8377608546857,1,0xcfcae69924ced15d3cf2c336d60691229f150b36
264.9901458240307,8,0x7fbde8b27d2b4f164b66f2a9dc02bbd6697e5b19
281.45393956907634,1,0xe8eeeada50b535f415d630791f330dabf3870877
284.8125999999999,7,0x967589b8111a75e213ec66d562811bafde2398b7
288.2140645773343,1,0xea90b15aea60c87ec7b1726edda16b706f73e867
302.6675647704619,1,0x1de9d441ec3e7c03700d6959482036dd953cb9fa
320.0,1,0xccbc7362f3d2a0c4c5cd0cf0e4eb07cb8a17d1ff
331.74,18,0x03f74dfa586fe2f345793072440095dcf54de1ed
332.95,4,0xd0d4a04909130a9e2d3ca142e53d608949702b52
333.149,4,0x18cce26836d780287ba5f99a3a65779799c971f6
333.349,4,0x31112d6e531bc418c819ef275355b83f3ac8486e
360.3073472963475,1,0xaaeec96533ca7536b1166f550445cd892d9a7d90
368.14949570600004,1,0x00951c1d1241f9be0ef5a55a1755fa49c5629ebd
399.0592896589592,1,0x9c92c28fba92291750baf0cb5462ca672f011413
423.764,1,0x549f070d6c18bef6f23c06f8257612253604e6bd
460.002211,1,0x1985ea157bb4f57bad5e0790761c13c254b6e1bc
484.81433362306706,1,0x4f938da145427a05441d77389c6c4611c9155b80
506.8241133093077,1,0x0685699974978bd2bdd54ea2d54239ac63ba73a3
525.073,4,0xe51a8d40ea33a59465a16f7919cca286620408e3
567.5682065,2,0x654550fc727ac3a1f6f451ea60a69a82be98f254
575.4969494932081,1,0x945028c63f1af4fb3d9bd65f05081c4237004069
575.5658707168088,1,0xa3553f149e8910bff8a5eeb057e8ab1b8d411e6d
597.122,2,0x4a50c64925bc92fa1e014fbf482cd0d9ef1bb90a
597.122,1,0x5db0ef96b2c674991de1d526b62943527e32a92f
597.122,1,0xf2e8ca2d682813f6c8e53a6278bc261a46e0bbe1
597.122,2,0xd39410e7579536474c4dba18df0bd46a135fc42a
597.122,1,0x106da12ebf1db9516f7bdf83683c5bd15174c5c4
597.184,1,0xa03261816b191672908e81804d264915dc36f115
597.184,1,0x8ae4df37fe54a5f48a9a6aec7b2664fa7c7ed10a
597.184,1,0x7271eabdca9cec595e2ab9986de7e21908406542
601.1323719463567,1,0x706f9ac0c9d08d725b899cc8c2582620745cf930
636.00239158682,1,0x5b6a1ba8bb103e34956fe3197c182200c75ee0d4
642.915,1,0x411235fe5ea2083e9e8c005a163e7b497626dbc9
655.49,1,0xe65f2ba897fd2ca73f20c214527017bd1eb430fd
655.5300000000001,1,0x17480555ebf1d3a40341361132c18fbf88fb8aeb
660.9071124127796,1,0xf05c004c9a3d801644d6bbb18de836ce998de27f
666.642,1,0xeb4a5fcf64e02a7535e0dd3879c8e3992e8f71da
666.9826056337959,1,0xf7a2571ea4d6f478448551f7423085df61bd7cf4
674.0458296000002,1,0xdde8fcb76e0796b6d2f2ffa450573f02bb32ff4c
677.985080932307,1,0xf4cfa4ced07cf430903c851603424041649c78c0
681.2151413050017,3,0xf88c2684bf5faa04acc8f38596bdce77ee4bbdfd
692.3835117637126,6,0x1b4aa4ad0fa6cb4079ead2b0fb2239ae01f464b6
697.8229383792736,1,0x9438da13a427dba4011046653c73f143be8f4060
701.6997531999999,1,0xd8c84eac995150662cc052e6ac76ec184fcf1122
704.12121,1,0xa3c77d5aff9fbecb27c75530eaa59deaf12e3c3c
718.6681777620832,2,0x4872a286645a3733daff9abc1d196fd4704b5c9b
723.0039920733936,1,0x1041e66182c892d2ba9666f43c1c73c0ab8f5d09
735.0400000000012,1,0x6a7e1fee35b2de1488c4c1ffe96a6f71abd4d3da
775.0878171243742,1,0x90c828336c27b6cfedf8a9ba6d181ed2a5a7b1db
777.37,6,0xcb36bbbeb8ea1900472bbd35032c3f0000ccdf2f
786.3122934729334,1,0x2ba1473cb3973c288312a92fb8930bb0af2cae02
787.0857595440336,1,0xb85da1ce6b81731cd71340b30f08f411ded7a1c4
790.8485000000001,1,0x4513304a83c3356fc931a6c70c61c4af9e5df0d6
798.1217156119446,1,0x685c99e8780e5a7f158617cc2e9acc0e45a66120
800.174614,1,0xc4d0ee5b642d3b429c58cc4d10bdcd92312ac180
801.9137880422511,1,0xe451dc0948f33b1261c585f0db84cca9ab69f3a4
831.4440195468183,1,0xf2b136a914c30f5e77859373d827d3b58c84cd22
840.0,1,0x18b26f063ee2868da64a66e54a81f28ffd64c794
845.2253227187299,2,0xa78f5061a44957b3e5887872721e8a127b480e44
857.7200000000001,1,0x528408f31dfa38dd9deefde45934c0d62a803ef2
868.7869863477606,1,0x6b2cfb884c41a87e94eb0773d2ad1ac751a10452
894.5969056023488,1,0xe92382a86d6b2cecbfaed6ea0e12e0dec1f9f2f2
917.5039106762989,1,0xb771aae03eb77a8d7d009d1d19eb90e90f12519a
919.3946294519083,1,0x39ec45d1445d9bdcd3a04238464b9f486c6ac748
920.6943056336006,2,0xbc2e26ded32a96911b65ee2283a1e30f077bbc59
936.4257056331749,3,0xfbf8ad66f10f21ec92bcea55551e360eb6884065
974.4994891345818,1,0x2f74585b257a908c9857480860f82c8127d05be5
984.2263036763073,3,0x37947405816759616862f9405d9eaa2f24addd07
999.55,1,0x5e2a46e2781bac6f36446611ea2d852c02d84e71
1029.2640000000001,1,0x96d153c275cbe2b1f92e40a476c558bb72db7253
1030.1834948899134,4,0x3ea2c9bad429589c94cc4ee3786fb04f0391c3f2
1060.915295116865,2,0x9864a93e02ebd2102cfcaef74f4dd3baf3394f97
1096.4554043598218,1,0x99a53cd7882e4d6b17e6c983a7d4f3ceac455321
1115.0494461644055,1,0x8bb8cc3715e48b1f33f9d2cd5861d9866f9c16e6
1116.1083549184766,2,0xb18b26004b62674296cd7b344f41c8bfe5bc2a4d
1148.94,1,0x12661abb88dac7161b4c65e03475e674db436e5d
1161.568230000004,1,0x52ea4af21f16e23011e8274c9d79e1f08bd37303
1169.2238106652671,1,0x16e213a5cc2b3e8353050edc44ec883bf4551858
1173.0677400000034,1,0xfb92bd409cb15a832d8a637b11ca2c336c24f09f
1179.3567180896832,1,0xa2aeced7a90b329f1621f8f98fbdff09c1ffca8c
1197.9714341493107,3,0x47ec6db40204cf151e52a368d19d2d8a75fc61e8
1198.0873486060586,3,0x392697736df0bca1f9b0213baf9357a90618751a
1205.9262668865047,1,0xfc56e59ed14465c141722fe2b285847fa56b90e7
1206.1035000000013,1,0x0e641fabcfde3fc9108c7631f5c2a3dfe9721ba7
1215.34,1,0xca5e06abdb77a1cbcc556025bf92a9c9087c96d3
1249.9276602258417,1,0xdb407a93d8d752347420bd22f79bf3a6826f9460
1255.3796063079776,2,0xdaebe948c0604a19b9925db4de6bd423fc4fd2d8
1259.181000000003,1,0xcdc439f3d1940a61821cfdda7b4b53234a1f195d
1261.8650000000002,1,0x7b0c67f770b65d39eeea60402c5dec65097961cd
1261.9860000000015,1,0xc91b1dd972c99da9d05bcd59abc84babfcf26add
1270.5990000000015,1,0x025a7a0037efb21568e420cd07c9d6b9c44cbf27
1275.5010000000023,1,0x27cbb3d3b3b4db20d6353768b966fb74f7643bb8
1286.5949999999998,1,0x2fb672b28a636f3be62253ad673431dcdb564266
1301.317,3,0xafad93492b75cdfb3e685c09966aa8ee6ad872c4
1308.7821793695107,1,0xa1a19a08756de5e4ee3d7d478cdc084f7af0b3aa
1316.4,4,0xed7693dee94970e6079deb30dd70c141c163dbfb
1329.0428220210226,3,0xcbe4e78f60ffd3881ebf8f3a2e529c4aae8a3b98
1334.13,2,0xac57c093c9e914e338cfa75e2803c0ba6f324426
1334.1350000000002,2,0xdb2650116d1b494e74179be1be81edf4ca4e618a
1342.3309999999997,1,0xcafad5e7b127485eba0db53169ac43d62a012923
1365.3894703252893,1,0x1aeef8e5574952869a343296424e4c71464f51b1
1373.889,1,0x3384dd5b1babfb6b3ac6e75284701c176b58b03f
1379.9704572574606,1,0xacfea5dd8fb15d893fef331391c8df21df719603
1380.804,1,0x5761feba5eaf6c7b36c032a33f33e4a9f060a900
1384.4931360348119,1,0x1289ef89cb603e3edac0a6f1bb73e1a933f70148
1407.5713672053362,1,0x51aeb9ce281bdfd6e1f85169ffe71326f80e9ddb
1409.7137617518017,1,0x8fe3dc50549213164a641dd1a34ac8eb500ce026
1411.58505,2,0x38c75d7044e7ca89a251a89716c8db648fb965de
1423.7473647428822,2,0xba2c93f93746ca888ed034eea0b873a5dcaddf71
1436.9605823949998,1,0x3f0886d2b09f68944d5e50b74fc37487d729bdff
1441.6,1,0xf552c37e2bc20ff8eea4193f14f9293a493bdcc7
1444.6356593701862,1,0x1c45a8d42fc206b7356a458e57d6983e74cd253c
1445.92690285534,4,0xcb2ca7cbec539370ce7774b3fc0fe81ecc185a34
1462.051,1,0x18613fe8b50e4953b1832295c75b1fc59ebf34f4
1467.863918230875,3,0x2c76faaad26d81d7c8abbee3cb0223a65a57c639
1482.1106285715553,2,0x0370a1cec58e089f41fcf3fcd9702adcb79a7245
1482.492509289456,1,0x00b904d0a05b7c8856c9d498a20be11e4021c449
1487.1939877057575,2,0x63412f76bd2278b94195fb3717606e83377c8fbe
1504.0768000000005,2,0x3d107af7a6a631e5bca5d9486189fd827e49c70a
1530.8626565865961,1,0x559b723fb4dc21098f387b7d47eb61c42f35d9d9
1553.6281513947945,1,0x84fe23a5479f83f31ec5a2a06ddffac1e3ece656
1559.8100000000002,1,0xc04dea8c4f4099f47ff535cb876b67ceee4a96e5
1570.8463000000002,2,0x2b49f45b80d7ad5c3af9c96b5b664a953979d16a
1583.96,11,0x67a447c4567207991b3a7c58460ef19fa886c1a1
1591.28473,2,0xccb2b7a08e384c93ac79f706992db9f324bad0f2
1600.730379136578,1,0x1ec0dfc935482e6fcbe6ef58fa5ca97a29489bfb
1601.2469999999998,2,0x705fedbd770f47dcdd3648f0ffdceae516678152
1615.2200000000003,5,0x3abdb6c900c78dc1856798e63952991d2d648280
1620.9098412625058,2,0xfd8835df382b69b3cd498aba0d745fbf6a421d13
1624.478085129842,4,0xc8aa3c899ec5faeed4c1e8fa692eb1a37491bab4
1637.4295000000025,3,0x1a2d6224c715d37792d4574ba74cb9baed57350f
1646.1719212,4,0xd704791c76879e491b43f56f8d5a43ee75b53ff4
1649.700800000003,3,0x39404b7e467f416946238227f35533110867f502
1665.4425910884672,3,0x2597b1d1f73ef1efd2ba408d89bdf5958ca43ee4
1669.9788950408824,1,0xeab5acb9725080f9ec43f47099ceda1fc513bea3
1670.843,3,0xf3db711f1af8dd2aa554ca2764a36c1982d65ac4
1678.467,3,0x451a2f23b2a18f11ace266c4fe3943aea0d92cac
1679.1144999999997,3,0xd7656247336d38c78d6356c9e98bd001c8162a44
1695.5100053458837,2,0x6c3f373baec5d2d0fb3c82c4f3db5e48873ae363
1695.8851771226177,1,0xac3fd0fa618bfa6cafc7dbeb30f72ffdbbc72a79
1702.4479999999999,4,0xcfc36d000ef5f72d212bbeb6c847a9a78d9b169b
1706.57,2,0xf6361aeb14ded28e8c244996a1e39bbb06045ab0
1715.674795958604,2,0x40f3a6c0066792922114052faea716a9013f72a2
1720.0,1,0xdc91ecd9cfc5511e18ae16e75274d99e79ce57ed
1726.005,1,0x002b500bf1bfaf584641c150bc6d15fc4fa8c984
1737.015,3,0x21155c018e4eb0efc541cd607b5ef5a176c4d70b
1774.5555401067786,1,0x90b3287d24d8902d1d3fa52ee7f9ffde0c218bf0
1774.8007700771172,1,0x87f0b29265fd4c8bbb078cc9e1a1c88faf83240a
1775.1198269668537,2,0x71dead07d6807c8afd2f52e2d0045939bacf673d
1781.7038420327792,1,0xf39d505fc1dc1a18d0a24234594973d2b7284522
1792.950000000004,1,0x508c4447a82698666819acd9e2ba16e15adea2eb
1797.4352000000013,4,0xb0b2d856aebae300b50eba399401f321352eb1bf
1797.4352000000024,3,0xcbcb16068fb1cdb9471d39e552499e330ff7963b
1800.4802386253045,1,0x668d2e10690e4cfb6e5a828b07307f342cb6e230
1803.2802683868513,1,0x8ed3602b77ec08c8f430ae926f16dbcee851d2d4
1806.8008467525194,1,0xb986f24a3658b5ee7dd5885c32c7c4ad7b982175
1809.7464000000004,4,0x20bd2ce59f76232674db745a64ba1ffe798cdfbf
1819.73,3,0xe86c0fb64477b16a7c4e66352d8f2d1ac497b72b
1857.3810328772925,2,0x949b11ec6d563391460c63e3a7c79cd0ddfebd9d
1857.698958041685,2,0x703432909d447eaeeec99f37d0843b45fcf56d4e
1864.0943253128692,2,0x470d235ca1caff614abee02d98ac3aa89a6758bd
1864.7040000000013,1,0x82233b5007d0e6fca54af0e37cee4dfba2731bf4
1866.0274537082173,1,0x5ae6a335b79fe534926ba97d2e30000791338f91
1880.2214961853508,1,0x86706cc11f0bb0a34364673434d24120750987af
1887.1991880618202,1,0xde2086e6bbee7b9cd6320ec3c73e8bcc7202351d
1888.21,1,0xfb6222617279898a4197ef92ce48c3db0c9ae2ae
1893.9932006551203,1,0x5bf6d03fda1ff0f75f4c98ab7c48ea8c5f0556fe
1896.06,1,0xdf01fef0658a123faafc86ec3483bb9b6c6f860c
1898.2647003218656,4,0x9ad6336c85d37ae9eeff54232bd99299307fc71b
1902.4449999999997,3,0xd488e548dad8e1b0845cb1b5b71171acd74ffcf3
1911.5931823484918,9,0x3821bc775f4a3f52fe34adf24b0f96d45c730bf0
1915.073071300686,1,0x9195b4af13394a76856b698bae738515e90d01d3
1920.3400000000001,1,0x57c2367c6be570607e2f19f29ae7da5b80fd924c
1945.15,1,0x63caeb867b7ca98afaa0f0455f31c1415113a46d
1952.0739999999998,3,0x0a0bd78196d3c423e05e5acdc94be0a5d71cbdaf
1954.2601131857668,1,0xd3091e25d5eeba0d9d380a007612e827bff17768
1954.8200056,1,0x905b87a7da21131ac3a1772454d5019677860298
1957.618189701263,1,0x2b1edd0d3f2beae6a65385b14ceca94073680772
1958.2950000000012,1,0xcd137834e863044951a685b16b0b31670557ab81
1968.617,3,0xd1632f3716a26c78fdaa074ceb0d4cdf4bfdcead
1971.8421160755754,3,0x1b28ba077d8a7ed492262d33c893ef8326d58e27
1985.1599999999999,3,0x502d21270b59659e793ee579ed8f37ca88888a21
1985.1599999999999,3,0xb70a7168ac7720127524e3350e0e128085ad634e
1988.25,1,0x9265d7a2a8e30467d94b9c1617e69f76db632f9a
1989.3000000000002,1,0xea840cedfe91409d4543fd217dc291dfd004044b
1989.3000000000002,1,0xeb77022a9fdba68ef1eed1d380a6e903a22fb2b1
1996.4923080479073,1,0xffa514555e2ee41c00e72a98164c725b6966fa9a
2001.28,2,0x92812c394aa29aa182a463412d9b06ad5489f968
2001.58,1,0x56d8f61c6d2364375ab69f666bf219e3db99f024
2002.6299999999999,2,0xc6df7013abc165d4fea571b1d5ebcd1e82a9cb61
2003.45,2,0xce830a8abcea295f8160439c647dfbcdee0cc21c
2016.1823437639998,1,0xc079b900a6ca3cdb5e47002386b09cdd0f94f00b
2019.0860000000034,4,0xe928509decc3b4a6e85176e974c22f9f80d19d4b
2022.67,1,0xd2ea42a69287a0a1bacd9259fbbd61a5db977248
2023.06,2,0x8b1375845ce5e6c1e1b72c6af5718f58b38f253d
2023.633038099612,2,0x23863232e9cb3d80e7378dc2fde29ae3277d6b4f
2029.0,2,0x3fde77ca6fab639e4b4d02509b5dab5c6e6fcefe
2034.4800000000002,3,0x248cd37dbc7f63e4142aa2c7f07b42e2dcec5ef2
2034.9840000000002,3,0x8f22ff5d44e83d8af974107fe6858561fb78fa2c
2043.7774048960111,1,0x6f3e5562ae0f6b90de93d4f1442660898944e842
2071.450638051271,4,0x3be9909766f2d5c3bf3e587ff4e53790ba4e40af
2083.952097535343,2,0x4a7ff6baf88975a2f37817aac042b178c27135e7
2090.0781759999995,4,0xe8e9d95227f8001e75ef31d7a2cbb02222aa53d5
2096.1019096740383,7,0x2744a205b3a599508295e53d0290b949104d57f4
2125.603987713277,4,0xa60dbd81cdeb8413ec7f85d4fb990fa669987b12
2128.291700062242,1,0x45cf52e8c0d39e534228492deba9bb68b1eb194a
2143.2523501479636,1,0xe3b9878690b92166cf4ab71e6935bb4ecb1ee83a
2143.254913933774,3,0x87b675e9219a3b870df51449268b8c8c2241bf0c
2158.8546531832103,2,0x61a7394ca3b1c93fdf22810d62522e12495156aa
2171.4733813408343,1,0xabd30b3333eb50135887a094b58c63c61908285d
2177.9680959345824,2,0x6aa6e5504ff2e56d3705bdc0c5e02c7ee8baaaa8
2189.7300000000005,2,0xfc13d0e62e9d09a947f893143580e9feb8a6bf9e
2190.127237627678,1,0xfe4b8a542a2f5cad7f5b919a2aece7e66407aa06
2191.2747999999997,1,0xf047c4744113c19ab4afc46728714dd1803fdf1e
2192.166639493271,8,0x732052b8d446acdb4e43282ec39c1a385c811b02
2196.32142090588,5,0x26e11dba9a41ed50492b25241a45e4fcc3687f8c
2210.3999999999996,1,0x5f23c4bd6ff20a8cb49c5a27953f286737d129a7
2217.425557762612,3,0x6c2b9696627612fb7656abec3b0e9ce4c6e98b64
2230.9493143404966,1,0x081e3cd6c918f22225bce021261b55bdf8f2bcfe
2238.06,5,0xa63fce6b18153fff324741789b49b1f0d885b174
2238.8876899852103,2,0x9d1655258560260e3176a91bb3429a50ae261c91
2243.45,1,0x1898f7451433cb0edf2c2e09871c678bdf85bb9c
2244.2775433614297,1,0xe4bdfe211255fed62ec74fa13b286354e15a945a
2245.6998999999996,1,0xc285e30b2a4988e8cad61aed8b9d7d77285ffeef
2300.44,3,0xbea99d3f49961538000630563234618692682bb7
2302.348583623385,2,0x1cf2931a8fe933c39d15c3740a8d523f58a34b5a
2305.139901027629,1,0xea1d757589485bba41349ca91d1c9adb58d38451
2311.627981310971,1,0xf6e33c60fb04ef3da23c29c14ca17d38ccda32a6
2322.0935000000018,2,0xce4240e70d2e8243dcdd34f67581be9db21db1f1
2325.0,2,0x835f474a74e140f51ed1f545e594d4a0ce0d601c
2329.828569912395,1,0xd14ea9f9bad1469f6492d3f4346f385833ffdb5f
2331.050805392156,1,0x07efd9d5956b57567886e9c3ee8627b39c317026
2338.17,1,0x92cc5b8de992bb704afe270ff7d28930012248fe
2341.340356322889,2,0x6ce54ef5ee66e18d6043e58bb1058ff83cf6131a
2343.4850558034286,1,0xa6d5d51f6df223778b169d63e0ed9ac017a055c9
2346.614,2,0x637f6bd7ee3f65fabc860f42b6d791dd31143072
2352.307,1,0x4541756fd97a3fd1f51ef5db7b6451101e6f14c4
2353.728,1,0x21bd700146204f5e5571dac84ca5b4951e73011d
2353.76,1,0x3a42504c684cbff6c93d9ce509e26df345cec70c
2356.520000000003,1,0x2a80be698130e05d000a829e7150d87685a89a82
2366.432107973833,1,0x6be5ee4b88dd96b7024f78d337a0cf1fd6a96898
2373.9096144998875,4,0x9e283ad8f21149679f7bb5a1337b77a411ed4886
2382.126196533982,4,0x3df10334531a3c86590245e12be0104dd3459159
2388.166000000002,3,0x9913ec2da436fa03e2fa8c327036a064cb2b53f8
2405.385367033735,1,0xc0f77f38e9841f01bcb3cd64ff766003a7fef935
2405.738489381224,7,0x134d35266e9075adc311182938f5f9083df6b65c
2424.92,1,0xfaded37877f4ae07beb49be1c59b456e9f8e4632
2426.3384724080593,4,0x921f15bb887c4636b05aa88a1faad71efe8c5942
2428.9525541896264,6,0xc63dbb830ed822edc98ebc4532a75881d24103f4
2449.5510000000004,2,0xa9574107a25032c155ccc92aac9875108c80d7e5
2463.4630214460335,1,0x28a307d30df38985041e239245076be8a79643bc
2465.2776763634783,1,0xa23d35b2ea78dc4a457d241ed2bad73e82e6c4db
2468.450477703866,1,0x4a4ba70800f8eabd56470152c4ced081b053087f
2473.5246015301595,1,0xd4520dbef6da7ea9e6412d69e4a3d1b305808476
2480.5040000000004,2,0xcf160a90a33a8970f07648c729d12c981f3e7eae
2480.7239761685305,3,0x2959c374a9331b93fe56d0ab19ae77236ab4566e
2480.9,1,0x4950e379ede3d7cee960a0ed62aaa67ceff3a6c0
2484.31098,1,0x27af752bff61595de45e37f0c406277bc0a08419
2495.6800000000044,1,0x4f4830bee15f3e44cd70a811a22510764ce83436
2497.7444800000003,2,0x28328e9b4493d0c7fb0e0aaed50539b274a216f9
2497.88,1,0xcb6262c2f07298625e35ea1c39a5f6d20ccaff30
2497.9875961638368,3,0x41fd941bb20990b5bec8cb424f19397254707981
2499.8060981721,1,0x8a12cf9a984f749231f52c8715b53c5dfa0e13ee
2503.725673586294,2,0x767a60f295aedd958932088f9cd6a4951d8739b6
2504.25,1,0x68567bf3f7ddce83578d5dfd6729a799d4674989
2504.2749999999996,1,0x73504467989857189a67b49f8fe5a96c3a6cdd66
2528.3481523094906,3,0xaee3690618ce445f4e6e2bf4611e6f7834ce6462
2535.1482659720446,2,0x050af5d601560310f28db926544070c03d2d2b2b
2553.678,1,0x11881ea6286f97a3eac076bab8c83d606f4cc1ff
2557.7700000000004,2,0x25fc4bf0931c905bee17a42018dd851534b904d2
2557.7700000000004,2,0xdf830e33ccf83b4b54503ab63aa556ecf91c3445
2564.5613183158284,6,0xa884a2f1a5ec6c2e499644666a5e6ef97b988888
2568.631,4,0x2fbb43b899db4b8c86b05ea78d35a29447d964ec
2569.77,1,0xa25e5570236ef660d61c195d60e4b1a759f77708
