dao_balance,voter_address
200.11410556670506,0x9d32f1e7c5ff707e92b4b30937a1e5e2c2de2462
200.0,0x4d811f6ae4b2277b1d704f6efe5b4ef946da6b8a
200.0,0x524cb61b52414a8413e6edec12891b11f71a711d
199.999889,0x22e8dd1c8596462906a9eba2f4fa30a0742ab4a7
199.0,0x27259b0f4209e76f8c6cf27106c9ff83bdc2e831
199.0,0x6f2bbbdf4e93aa39d36933d28ac2b1253a17aa85
191.65032,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223
189.50657890595642,0xd4b1f8930d0816961ac09255d7e30a51414f3d18
173.18915150544208,0xc4f91cdd498a30f8ed1dea3883cba314a7a2a022
170.00000798199943,0x3cfc3559e67a6132f6cf81fd9de62409dde95fe9
161.65171444089677,0xe22817a91a14d61cb3691954983663425f5513b1
156.31053498760008,0x2891b78092310ce8219fe8298bb0fe7afa69f43f
155.69374785,0x74b6d433ca62daf267d5cfefd6bc7d73c36c837b
152.47708391232447,0x9628be77fb3dcd890fd93a5d039092fca855d3cc
142.6747980512141,0x0ff8394708fb550bafdab40efd264ffd3e95a54c
139.0,0x6e69f52d9126c9b4956695ddb289372e983efe8d
138.48141577116004,0x3889d1862d14055581433667f43dd417435f86a2
137.4709,0x520e8ddf45c4aad434dc8f3adca09736f2331bec
134.3030202507757,0xb7bd14e2497cdc57675e896af84ecb652d294ad1
127.38658328494596,0xe454d47f89e1e5434779bca6ef7190a7e9dfd9d0
124.509,0x7db3e3f10fad9db3a2da202ddfe62e6a05b86087
123.80053991428345,0x58425f8203ad93dc0c11c8ffc665f03969e4585e
121.92751991952645,0xc233d432df7e77da2a868dae63c6b4aec7a50916
117.78963230231999,0xf3255cd6f38a3e0a6aea4217a2a5affbadb29c72
116.4796844155033,0xc208934e867dfcdc10e5ab58b631d2c3185edbc9
114.40526849249407,0x784c71ce0099c1542f3ece7ccb20dd05f62ae741
114.06787755872097,0xb64898bb94c72c4526576b748b39664039793faa
113.9952534525308,0xba60eb8a29ebc7c0bcd6889d7bc77110196aa998
111.69655673188088,0x982be591636319676243cc7b88d912bd7e14bc76
110.1,0x333333336ab9f6c70ed091fefb2270da48319d82
108.01,0x8477981dbd957ae4c6a249544e43915218948404
107.6586984810947,0xed4a59031e82296ed0ce0e3e1bf0020a5570150d
105.77464619,0xee696d43d24e6c5eb6eb447058732bebd36b8a72
104.63662395257795,0xa759afe80aa64921deb1b8ce3a3419af68457ac6
104.302,0xa91d936fb6754e762867f7b8d432e5a5b5f13cce
104.0357296534675,0x2d879e33a11aa5f880b68bd9a97f36085472013d
103.2653407437292,0x5ce8d5bf65bf624898eff3b7d673d3d291ef962f
102.61482521900989,0xfca9895a7dd0545c3d648f7ef235e546053946ca
102.00939091221126,0x4127b2d364a8b1a10afda5d63c95253ce336c09b
102.0,0x000000005ebfb5a950f8fdf3248e99614a7ff220
101.8,0xcaeb4cd829cac097772ba5647177a4c8780197e8
101.1,0x963b49f73509eadf7c754ddd1c2cad2953a7f7a0
101.00093720000001,0xb4dc4c7460c58e7652cd615675a1f707ebb67e9a
101.0,0x4ece3f0a906d8f73e09962fd3b4de2166d69fc6f
101.0,0xd6e9d9cf96c6bec0ac88ee00202aebdbd1fa3432
100.9928622205596,0xc00d12fa6a53004ff978add5edac49b9600aca6f
100.66901171476059,0xab88170aa3d24b1f6c1b37ffba5d3d2c4382afa2
100.59602602472535,0x541eab7e349a289bee9f3f8e2d297068bb1f8da0
100.27524448694376,0xa59f0dee4bcf71e2d7a395c83fc7ba0b92c3813a
100.1927609981654,0xb88298e585c87e6d8820d7ee270b4719844db93e
100.1,0x614a88bdac70ddb63c36cde8918b9cb3755fc021
100.00600514645977,0x0579a616689f7ed748dc07692a3f150d44b0ca09
100.00003773600038,0xc34ae1a39662415a4720d4a3e7c2be0e202568c2
100.0,0xff9f7f4e498eb01336581da941f7d81da71dd7dd
100.0,0x5a1429be8689955ad869796ed03480dd1ffe0f8c
100.0,0x69da8f83f977d89afd8bb7372c70d138ff091232
100.0,0xf444f57e627dcb0bad06cf77c6fbf5e79718c5d6
100.0,0x814ecced94fd1ffd49fe72978346bd13802c6c5d
100.0,0xdf46fb12195791f50c103b6e860c6ccab1d049ca
100.0,0x471a7853ba0b93b2b4103bfba334c1d1ec9dd6b7
99.91996310975017,0x2f0e6242e797cde33a719e875aac09b52e3e0048
99.85199722906022,0xc6b2cfc8cf242be856de634921e12fd52f05b3e1
99.45253821,0xaed5bd19d38b1c98bab37fcfac4b69f17eba7563
96.33,0xabef0820004c4108d2cfca0b8cf326aa3f08eaff
96.0,0x151a64570e4997739458455ba4ab5a535fd2e306
95.2631678854645,0xfdc46fbdd8af50d9bf7536bf44ce8560e423352c
90.79273021365769,0xd03614c920a0c334b842320999398e1387791bf8
85.9429341981161,0x325409632bccffac706d378a2eca57cafa21ab11
84.41066,0x78cf03782dffaf121f983ab96946622bddfd0662
84.27348920946963,0x62686c4309b427dfb282c3691211c9ea65acbce4
80.0,0xe099d39b893f81cacab91436549d22ef8171d4e0
77.96799241625664,0x27628278b15cf8527bd83d0f8bf899dd66fe9406
77.78415198830623,0xdf8979cce6f1534df0a042543a187aaafbdcb671
75.03,0x83714712dc52f63a6ee16b1ba213913e4016f7ea
73.53375067,0x32f8dd495c7da7c59780a4fc381e45b90a2f891a
72.01280311753582,0x43075f64faf7d910bd4fc644c12f2fffbbb8c536
70.60992024,0x5947a637f27af83e0da6f8d89ef656132400ccdf
66.87831066,0x3bc7d7a271b5c3167ecbc43d66053886ffaffa01
65.07,0xd044a705a95be2dcada37707e7f26cc9420185e0
64.86582621879563,0x6e20c11c296ef2a0207d0ac66d428e301bac304b
62.45895153,0xcce0e1ab3ad9a9935a8b6814a337afe96b87b759
60.0931421,0x84acee946118abacc23d7dcfa3b4dc5f6bd17a81
57.95,0xa788e0586409fa4eaf986e24604003adaa3dcc9d
56.86873015996689,0x80e7041b85488c0aa64eb9c3e6c326209f5954de
55.75344384850282,0xa4369e39e3ed13593adb0142a1ea5d08abdf99c4
55.53,0x3361663aa4d416b7b71407db78485fa1b2fabe9d
55.0,0x7bf49814598924b1ab2a33ad815054b6367cddd0
54.1737,0x43c21cc46637ae611d2b3beead90a73ae56362b3
53.6801641564097,0xc25729c08de61d09e6d4a56356e719f0d3318dfe
51.74644481,0x2c6628d60836ad7ec2271e2ebd9a40adc29f1b6a
50.87,0xf7ca98164d536f1ce7f52be37c7a6517e782edc0
50.262789,0xd805111fbcf40c34df8737002ef2906a7ffc027f
50.129371678007196,0xda85b72091828f7dd6b5091f9d90e2686f4c169e
50.00000057780101,0x6439543a2ff1d78d25abdc8daa75bb004e210183
50.0,0x034b0fcc2cdb8658b0400e14a723617fd2dfd1a9
50.0,0x9e4d15e0ecb571e7e66831334519c76130f29636
48.987033090000004,0xf97329fc1da490ae57c401b497cf43979553fdec
46.75,0x0c1ca3cd809c01832f05da34154182cf257f143f
46.75,0xa420d800f680e853c9b59a94b7c497e474ebf109
46.30417080745373,0xf1739061c55c4234d71d159ecb2e1fb927ccdbab
45.6116229,0xbd0b0c142045bb24e9b380f4f10ebaf4df5aec6a
44.31549583775979,0xc7a3f400cdde42cf52f240e46ae83d59f3df1303
43.30411216,0x7a43dc785ced8554478b2ba2e491347c0826adde
43.0,0xab23aa61743ae64c1cca935ab4dec33839ae74ab
42.792971783858476,0xcf2b7c6bc98bfe0d6138a25a3b6162b51f75e05d
41.797543522208876,0xd03e867ea9d797b35bab7710a5c578aa7de54e90
41.61802677,0x10c1af10e3703d377f69ba9f4d17a5f3b8d3f501
41.4520736931798,0x75be7f29f8241f1bac65a6c5aa5ac4ba9365ba11
40.7473401979523,0x701aa792233877ee9b805af1fcd32cd87ec4fbe9
40.28,0x78fb4e1d75fec0af6cdccf8777bffb1324eab37d
40.01,0xd300b9a5e34806f5dedbaf1e1641254a3646b807
40.00101621998704,0xaec80b4fbe227198720b1d1b82a12968baa0b144
39.55,0x3ff52c5cde1fd69783c56fb8f29e888dfca5f11f
38.94480331,0xd40317db258590b61b7e94d7678f597199c65498
38.61530363884631,0x1654834304032f973aee60a79a812cc4cf88b4da
38.01462914276438,0x57a18c2b73b50b3c5dc99e9bea5e54ac020aa696
38.0,0x882668c887286d3dd0eb894a78eb92798484978d
38.0,0x11a084dc24bc52022b71b47d17868d1f72072dfc
35.41826845730447,0xb055fe0902b82be7c9e9df2aed35d7a33b97f0da
34.880923620550035,0xfaaf5645b877f3af3d35220b8c4bc2198e68f4bb
34.58001396134034,0xa2d9bce0390beebbaf176c81868da7f987c383bc
34.27012303998947,0xf2c2b4e87e4c079c5b6edb5a54d3b4092ffb5464
33.79969043635333,0xd6e7460a473ace3e6b65e8e924a3f121f4253777
33.691513699999994,0x22cbb449d40b2e361c63abf4deb6a561430dbe2f
33.00000682088614,0xe7a2e3c4e89e454606409c40d6c63dc5e2addcbd
32.55996652844167,0xa8293dd8eb52564a35b8357a539146321b934153
32.445304179352306,0xee6b71b0b9e8a2e7a30f3f966a41c8b414d5e2cc
32.27570003704327,0x5bbefaccc1a8e1ecb0d470f941668562eeb46ff0
30.906572270380295,0x52432473144056fe91aeae9240ad21e6b8213440
30.56132465,0xdd4d6015232542ad1a273df1a21de8091fbe0dd0
30.30655943595317,0x3dec3c07d209914f3cc13c7492ac12e559c9dd7f
30.284523783186565,0xf7c6a011ccb9274876c1787e7bda7db3de4a2d1f
30.2302785408032,0xadc43075f2e45daf2dfa5230fac6ba6af6283bde
30.198,0xc22f1a68d9f91800cc32234fe62f3edbd26e0e2a
30.0,0x4680794c6d66ae0be94cbf0d18a998743c09237e
29.46,0x4f85333b932a833ac1aa29d322891e6dd9cbfb91
28.968767330923576,0x019ed608dd806b80193942f2a960e7ac8abb2ee3
28.551786684778694,0x71e2fb38c2b9040d0014a629662b3c2b35f10d9a
27.831747973693062,0x8178e58b1eeea0839b869af8da0de2bef5688c5b
27.544822355051092,0xc58d054217281e665412c45271319bf951f4fb2c
26.364302968988707,0x940214134c5e8d81dbd5e9015908c697dab5e0dd
26.32070531079726,0x664b81e1ce5714b7b5118f16b37e87e36fc69145
26.315688159199432,0x70dfbf4813899a72208c6400e121672b7e831889
26.148324140000003,0x23578b553688e67e76ab3491ab3b80c92f6a03d5
26.058502827945144,0xe95816f9f88dfe6ad4c0e458390e8b97788232b4
25.99,0x9a0efcf88e19072e12c901bd013dca6078ae9c56
25.966738745506333,0x83c9440dc34da00c47a0d4dc2b598d7bdb1b53f7
25.69609284,0x4f4fc8d4a966c7bbfa6a1b21733e6307e29ef644
25.575365097812423,0xed50bff8e74cff153bc37906ce5d5e6cf2c3073c
25.0,0x048093338957ead2abeee66b1fe838766658471f
24.63114543939547,0x5f9908aa2af7653cc50f9d93416b8c96e18b957f
23.415901836687173,0x21b105fbb5a90271751345e163cffc1815f714f4
22.99631498084123,0xf7247434d02f6484c5d440100aa264cf66a4a718
22.73241947,0x7dcf46fa4fc7cd89de5fd534f9833cb8da1e37fb
22.49789695,0xb3313b023e68cda95d7b625200e1b0fe6335a0c2
22.28679612933308,0x4f5b29475b7945b43c5f98d17894e797c6903398
22.27762152,0x8149dc18d39fdba137e43c871e7801e7cf566d41
22.024747794171713,0x043145a2bf34706451d7653684e9cb2c5ffe7aaf
21.926904701806986,0x8bc8b4e4921101bcc56ec084b906069b73de7276
21.3019959,0xf7776a0a1a434d4442a781f6c11a7ed31a9b11ae
21.10825393901585,0xdc94c24740fb48b5db7cba73db52d8f853fdd949
21.040352518000002,0x8886a9dcd3d3bea5c6ee20527d48cd8a076132f5
20.975664863154485,0x7dfd8b90731548bcc0a76097879fa21eb9efd980
20.625590428328074,0x9cead5773f576e9ae649251339b5f71c21edee3c
20.504722242578495,0x45c2cb53a900200b1a019951814b894d3973430b
20.482305328520667,0x69ce8d79dfa9d025000e589af0331fec12048111
20.223088679834078,0x249293e8efe3aa8663a26ded5f3ebb6dfc838835
20.126813118460515,0xdaabbb932725cc1b3ca487ee174b59cbd6b0ec98
20.077427532491683,0x4e574e5fd03946369c79028e36fe3cc604bf8923
20.0,0xa84c1fa017fe678bcd1380715ba8398cbc517821
19.90712886067712,0xc8d9b774f920382e9b69900c9506e7126d3ee899
19.75,0x60bbe49b902992713839866e0062e562d037d4fd
19.22,0x680a6114dd343556dbd3fa564f790e2d14b45d5f
18.945606244454876,0x2430a7b44911ca015b1fbe08beb46bdd6d85e6e1
18.695212301367842,0x0ab664963431a2023e421b1ac829694a5d6bf4c2
18.0,0xbcaab084c5a2f7f7f811bada3bb18e241bbf8cd3
17.940049105165787,0x994cf01f34c51426bcb12bd30ff7079e280e1140
17.819770413000125,0x9fe5829435eb70d4a3c51f8df130f6aad3475efa
17.5,0x3522cfdbf634a827c73d5c5405e2bf3a585e87b4
17.4,0x3130060f73fd905a841a0965f200c0145e851823
17.349236202475062,0x95e13f6ae311460bbda37c22c0d203f52cd46561
17.055567354577676,0x5de9f733ecae5a0cbb5d284462693726a3e492b0
16.475406153529416,0x475b6ff6603f17177b7e419d1ad2791fb82a3a56
16.24,0x94f19afac68d89eb7577087e6cf5819ab18ffd45
16.19826626361227,0x6e0f19c2d538c2123b73b710c0bef48bd05bb040
16.133739779999495,0x86951b2e7cab5c9cae52de4329c179432264a159
15.90327,0x51bc6e879f49c3ef4ad29dc0abfd5d26c3e77886
15.814006274329047,0x123a19123679963ab3f32c0259376ad8ed8981be
15.761771182764914,0x6437a8dfb793266a44c00150b3c108f3049a96ee
15.687125847688975,0xaa8bdb60ee28e7616bfe4867f58bfe4edf858271
15.663627164727874,0xe722e561963bbffd24c62bcadcf8059699a17b53
15.468337430000002,0xd83d994b102a5e6b452469d26fe5acd1608954f9
15.392463595069566,0xafbc5bbc82a5f4be7c1de42076975ce259bdd38d
15.238333073564418,0x1e4cfc9d97d49cab02a9cd42d87c873bb304eb05
15.220995145825524,0x3d33895ffb3bbb098ed67042f987503235a36a32
15.12,0x633854c28bbdfc833c5c09360ce8756898173d4b
15.1,0xab8b4f255cbdde5f379d41ecda6f31e5838cdad5
15.074999219735444,0x5f3a65deeec9357ce4ca6431d94e0a3b0b227eed
15.0,0xe87ea839adc6d28e1aa30198d21a6e3e41717553
15.0,0x99c8bc80b6430198f522b1ac4bb163efe68b9883
14.887646983658238,0x7f65c64ea807901349a7aebda4b1f8a282cca051
14.75434096842746,0xf614ddc260c8e72efd5aec92e3a4e3ecc4c2a116
14.0,0x1ea573d67551947be7cae8b8a39bec5213287bbf
14.0,0x723d6dca827a4a65017e85419c8096a606db9f54
13.934491365921586,0x29bcce0253c52780452103bcf09c60d848bdd91d
13.798442330546038,0x18fee6e511646b8ea2e4964277574f637bc03f3b
13.6,0x24ccf36d1cb991222ca830ef425e4b61eaca2aa7
13.553089047148896,0x14d4daf9d82cdb9d26f2d85874ac6ba4d29dbd5e
13.490316184342012,0x0aeaa55e87525efcb18e8b2c0e41e0153c0e3516
13.460020385649374,0xb1c55c6c072b7d4f6124dcad86abb0859427785e
13.456484719017517,0xc04db9b4abeb9c20b76c2eaf414f048ef170426b
13.445002991578535,0xc10898eda672fdfc4ac0228bb1da9b2bf54c768f
13.370165861939888,0xb44ac514588be99870220d12120815bc3d349507
13.117982052299999,0xd6aaee58185f79382e5c57fe40c034b58b46f585
13.02,0x0949ed19a0b9881df361aacf23023b0439b36141
13.0048145,0x596758cbbf0b118da13bcf95a69eed050ab97a0d
13.0,0xce690b03ae45bfd6f3fe8697ac6706a95134629c
13.0,0xef4ca238723e769c948049c4158025968e306a88
13.0,0xf94e8d8d61d83946d0d69ea6ff23774e6aa8d88a
13.0,0x7ff9dc894478dff0daff5c85e5885bd962b11ff2
13.0,0x02ee7d4471ddb88a416957ac8f5e32fa17d5875c
13.0,0x8fc490f644cc67d5b0d8acfcc067b4b1a4e568a1
13.0,0xc346e92f688f0c5c323eebfc95ad6d18ae3d303a
13.0,0xa6fd5c5bc8670e1b67a0c95cd0bc982860697e5c
12.819213943731212,0xc6571c2fb66825f13b7751b1c334810d397618eb
12.81886906,0x861dfcc391007821392a164509188a654d4b8210
12.809086044529709,0x6a62a664974939513f165703e76ab8e16ac8eb17
12.805982969287651,0x7bb9dccc97052ddef05141897fe8313fd4ad0418
12.760337533244275,0x0449e53aa1a3f75133df621d0ee755d5381a934e
12.7120102846,0xedefb0b90083a2e2c085b92e9c6c56037d723b5f
12.58,0x5a96c8d06bd08c3dac03626381781b973d281e86
12.564240412661496,0xa30e48c7826eed00223224dfde038347b983f0f1
12.5,0x8073c62366973b9960f4561f6a72c5826b75e828
12.36791516,0x961c4e45f00106f79e5ba5d1bc7ca4ebd7c6f7e9
12.324473884325462,0x16aa252fc8a60187e7f52a2f0f2292914f65caa3
12.25298436756022,0x69eeae3a39d5365a93081a3d95ee473ba317ad81
12.237423844414549,0x10d4bc42876ade91b36f09ad9cb3d110705325e7
12.2174171185,0x3305099ae352cc2a2e3a8b8438d221aa41abcc1a
12.1935698,0x1d936313e386976c6474ebcedc9c6248f8e61e04
12.181334701584168,0x222222222b87bba14f250e4e080be1041869aa16
12.117334470000001,0xee0abfeba4bf989b187e1e2689bbb6d1f9dc468e
12.1,0xe116d37548286643758460a0aa172ab712be046d
12.1,0xd3c03c554aa7fc9b4ebb473777b8d425c65eb513
12.1,0xbe112cf1958ace6752b63d57d0db3626eeeb5de3
12.1,0x0d1ab7eb9e4a50635f73afad18f1f1ec0065bc79
12.1,0xd12432b0e7e8d0f0a34f5c1af316fd6e597d8197
12.0988,0xa1403a5806e4e3ef8bcec00b9755e0c8374b7447
12.080818785972959,0x20bd3ae9171cf20436a8a7e8027c74bcc7e2dbc4
12.069166291782176,0xeb1f0a647f83848b8dae89125d08e1767d043ac7
12.0,0xe05647e1a85cbc26b21df6f3cd501687afd360e7
12.0,0xc198fb5ad81fdbf19907965e3211d4c72cf0f887
12.0,0x910c60c049d833a7fd2f5bda310bbea1c5fa3598
12.0,0x22a41592298d7cecc043af28c214a59da4005ce1
11.96478084655254,0xeb89007481990d739c1ed98d210bddfb60e8f3bf
11.879573112289876,0x0696cca4f346552e2a8b822ce9afa50413976a0f
11.842706403000001,0x85069c3750c4bf10052eb52fd9264ac80d811699
11.7,0x4b7b0f2582b39d80f78863b2150e50c870030b8c
11.7,0x158fe4d888270a0fda9ecf2c7a85764db07b6abe
11.660042285865588,0x7b49740facafad3cd945da4806a18b310a197f8a
11.651132138301088,0x9ee1bbc2be692f37d7edfb0a87af0483a745285b
11.542320533233553,0xc3f786d98a8cf9a19af38dc0242dec2282fba78e
11.51371822450407,0xab6e9f61d5de46a9b17c17cfa472a98d72eb1db6
11.5,0x9a8394a13acddacf438dd6decb2e79b5148c8488
11.5,0xfa7d2a71d2852f722caf216669e540d625baa1e1
11.462774579903023,0x49255ede49ca2171940d3749b8eab11885fb1714
11.437313978743106,0x8d8c82dbc693262f9e7748832df8fab11d29db49
11.4,0x8a9fe9510cf1b13903efc8d5a3789ba7ce40bbc8
11.4,0xb03be0d11efaf1f82695a7c07fe06bf560fd9f23
11.396694588942314,0xae700d9d0a99e2d219a74b1ffe7066071b240447
11.264055089621316,0x4ab70e6072bc043f86856efdc8f30b2bb65bb5dc
11.209489673615632,0x0ae6c833121d9757ddfa3586b49981b51f73f996
11.205393817943525,0xa6d62ece2f050a9b1ef79e003eda0a012504b3e8
11.14977482368367,0x6d805ad24db126512b7de2fe8d0560784717bfd8
11.143961434902403,0x7f1d0647ce82b5faa23e078c4958efa752c0497e
11.041566885303807,0xc8597d79bce0a06393832ae98033c5bb2aa2d529
11.000001762554023,0x82f05c30340bba6ad23e87b1cd811e52114593c1
11.0,0xd122f221d9c56afac72b04ddc48f415e540376eb
11.0,0xb9914547cf66e9607cc7607e10ed38c20e95270e
11.0,0xa861ea3cabab2aabcb9eb0cf66c45b93c20ccc08
11.0,0x7302c7e150ae4d035cf9e71f09580d59ce61fa54
11.0,0x25f5e4902566cd7a5e2c2a2fe0f18aec0c5758e6
11.0,0x76024694ed557264719683b0ceab8df1a572262e
10.9999,0xe2fc369430616389bf76864c0a7b524e043e7e4e
10.986252740716923,0xcaad908e447d9da10c3c78851c95f5ee819fdba2
10.95,0x90ba3685a09bd3a534f5d0ece4ae890122a127eb
10.95,0x633392399c848856938a2434736dce672fabd024
10.947672998088922,0x6a780c771281322c8e0bbab55b935c1bb70f66ec
10.89943,0x94c7ab5ee552b6ecd1b0b1079b8cc0788399dfb7
10.83764397619857,0x1261e93c621e29c959d09c161abe5c8044a07152
10.77415508692065,0x8c702a9a6e0cd14a53251c630743c4f5327edde8
10.765230115463307,0x810d3aabbbf8cbcff5c256f2b0621c4941f8b139
10.759286335066276,0x4925c8d00e2c94dd9b00d299b249d3fa6e1c2bf4
10.749907536706216,0x00d8270d000ba2ebc17afa81f3634b4a631224e9
10.716984525004344,0x1d3c1d430eab47b7af96a4a5bd5fc96ced493682
10.684,0x791f99227f977e3a82b9cb996a183ecba657887a
10.66856546,0x98488c8a8005e8cae743d571d2a0f87db288ea99
10.5823,0x52905a5e83a83f6a9d0e64ad24e79a37512d35b9
10.569081952438081,0xfd0a3e64af4e7064ec8752bd03c0ddbb6580c69a
10.56038848113191,0x50c2b9c3acda872dd71d88aa2c198aed0b788e5b
10.54617490006276,0xbae62b24232c3a3db1c2ba2e105fc193635fe1cc
10.54027563575536,0x3b59e42d9f33906ff58813f9bb8be58b185d22f2
10.5,0x242f20589e3aa594d5014a58501f376861984f65
10.499056182869065,0xd08da3621a547d7d7cb07425e6aa6679c566e40f
10.49652872226402,0xcb630c28658d8b4f0509d628d8d947e6f95ea20a
10.494922711455983,0xf6e41cc3efdcac73983f55b8023bf2cd7d19f534
10.49121029034658,0x1cabf25cd1c2728e29eeb62a7cadfe01fd743219
