address,choice,voting_power,timestamp,author_ipfs_hash,reason,,,
0xD248a27D2bBAcb0Ff7D8D92D48A62d6A090832Ae,1,0.12,1740537971,bafkreibltw3zi34usm7mpfss7nvageeahv454jhizr6ayygihbx37b55ke,,,,
0x21FF9d23e14F3ec0cfC90Fa624eF224418fcc5A8,1,0.12,1740537971,bafkreicgoh7sal3huts2ef62m55rcwsl7mri5awececashl77wi4aoeigi,,,,
0x38DCFA6B1263c33fbbC2baFD4882a7Dd5027472d,1,0.169331848,1740537971,bafkreictufod3eoy2zzghev5wkyvzpqq6joo767rfwm563udyslz4g4cl4,,,,
0x7a04bD08FC016eAf2Fa2090BF52dDc26012517a8,1,0.12,1740537971,bafkreiam3j2kefswkng27ekdorpyqo54ke4kicl4n3u36g3nlipj2vbf5m,,,,
0x95D2538129c1fAc1AFebc5C765a406E5f28888F9,1,0.12,1740537971,bafkreiedokhnbl2e22mqogo3ef3bvaficidojvwg5pk3xn6cvacgn7wrdq,,,,
0x93E0990C31f0933aE4578901c4fce42ed3BCF6ee,1,0.12,1740537971,bafkreiadfy56wyhnqktqfpi75m22eecp2s6th6brrrtghqhincjcdifejy,,,,
0xbeF8f29e284b14817cf6E6A4E29Fc93360AC9999,1,0.12,1740537971,bafkreihjny56vuvucnpu664a6oseyw7lwbxp6cnzswdntxppign7pwpuei,,,,
0xa0D0d863cEAA8C65e579b75474c46Dddc8E4604a,1,0.12,1740537971,bafkreihfnf5c75gavf2x5ybn2flu7fg5eifblgaxvzrobhs3b4xt7r6gqi,,,,
0x1523aFB8E48CFAd26700191495E2672f7140080f,1,0.12,1740537972,bafkreigcqmgppnkykjpmkpjbc7tt3t33lxcaigif3zx3kpexouscr7jdiq,,,,
0x147510eBB636d80bB080dE8FBb3Df2e925a26E15,1,0.12,1740537972,bafkreie56gssmsxvpdjdeadzxa4jrsdupg66kjm7hv6sdw5fwkcxuwk7se,,,,
0x3871874078879120BD30e6a92ee5b1eD8a9C05a2,1,0.906922745,1740538224,bafkreiafvzdpjxvfkdev6iqevyn53vnzu5g3tjslul3rotaj2wbwtxvpl4,,,,
0xC3a2821727e9E5fa690F8C69C5d8E0899aA0E6Ee,1,0.008554287,1740538439,bafkreihzcmn3kg2gduwfr2luvjdwtovcnjtatnpn7tgtyz2zrqq47jctdq,,,,
0x754F90EDDc50ADb281cD6E8bbe0aaBAe1BC61BEc,1,0.22016145,1740538885,bafkreidufqujjaxanr2amzys7vyckdcxb7iet4bvkzhudzpvbokll6x4b4,,,,
0x11062FA052373c3Ed70a318E8E47457B7B001950,1,5.005644311,1740539952,bafkreiddtss6ptdw3lt74acmxouvkjfpzydivjes7nnnmsjtow6v47qnu4,,,,
0xa6e8772af29b29B9202a073f8E36f447689BEef6,2,2506535.47,1740540410,bafkreicgia5ynqsoyj5c3oacuykyepywtk2cj5q7kvpevzgrxragpllhe4,https://gov.uniswap.org/t/rfc-uniswap-unleashed/25251/23?u=gfxlabs,,,
0x3DbaDc86d19416eC16D81aa07fF2609E6241E7E9,1,0.1,1740541466,bafkreifstsqn36vpgwiursdgbwaeengrppbjcd3eq2p7wygrbw7oftpjpq,,,,
0xa2E455c0963643276473b58B320e5C75923F6DA0,1,0.091282622,1740541660,bafkreiaus3uqafki7cz2zitubzu4grffjjpkp2sosgv6ltef2z4ypebsfe,,,,
0xFd7b2400fe1FD266e11aF6EE8EC0352D4Fb52458,1,0.1,1740543106,bafkreigdr27vmil33vaypmps3s3vo2p3oulmvzrds53vhtznjl2ifipw4a,,,,
0xA307b2b586F009879C6F45b4e9E5D4bA62bf343a,1,297.8270046,1740783087,bafkreieomu43sf7lwynylhhqzxt7xztu6r3fkseb3a3giw7koqc2pe3l6i,,,,
0x51bC6e879f49C3eF4AD29dC0ABfd5d26c3e77886,1,15.90327,1740791565,bafkreiaatowjngoivm65ltnijabbkcewtr2vmxf3ycudrwbfnssnafemqe,,,,
0x92a848b0a1E5a92a8aBe5345EC21EF87D86797ac,1,2.1,1740794807,bafkreickxi37l5k36wpdnprx7nwvizdhecmyw3gql2vw4uc5dj7wi3st6e,,,,
0x881EcF46E843d45f4289e079F96Dc2C2ECa0eDC0,1,0.42,1740797678,bafkreifs3evd25ue7rriicabgphnljkusf2miw55kuekikz4vmu55l6wg4,,,,
0x7F0457E3c0D59BB01F24d7c711DD404268aCE23C,1,0.373621234,1740798829,bafkreiakwe32lsceljobzryyvyntvdhrrbossfo66itvaix7dibucgb7iu,,,,
0xcf106C310C9011CD9f00651F54bA98736f9C807A,1,0.141783944,1740804477,bafkreievcwukir54wyccm6ogy3q7yhxqncqdfau7muk7fjr6oigullpjaq,,,,
0x9Aa118261b3a4Eb425C9047764A81D931eBA030e,1,0.12636258,1740804527,bafkreie43f5k2bgjla5ymh5jwcrm3bgm3b22qq56aa24spwy7c24yd6yey,,,,
0x1FCf86a6f9F0cdF8ABE74f90AE0FfeA158Ab756d,1,0.131226114,1740804613,bafkreih4bfumhcvgvst2mcfphoxkrtllnveho5hnzehv4lv2vm2eprw6ca,,,,
0xEFBEEDF6aD78dA7FAC2fdCc0f5b3725C45FA8a57,2,0.060626369,1740804638,bafkreieypqprlvkm5cb3zmaibqfqgmhzrqvp4w7d4rgi3jkvyhxz52nbne,,,,
0xa8B7680e4c377d7fD684B6B067c37c360fA63d34,1,0.140123472,1740804663,bafkreibxlyfakbmg32xluw72lxdcontmjoqnovu7xxtfxd6firzqrxm24i,,,,
0x1b2a960F8A98c6f194CBf44C0A7c717bF06a0c09,2,0.120820261,1740804686,bafkreiemadcbvall6dee5deor7amiuo55ynbmeoxnkosn5iuo7oyrcartq,,,,
0xb24EeE0bBEC1A73828ABcCe86A6E5C303765853B,1,0.101009097,1740804743,bafkreic24wu5mt7bac3ytonn4qqjbotdisxxau3aokm7ux6u6emxtvjzli,,,,
0xA14d3771a12cB66Afa9df4cf95d13f8eF2EB3477,1,0.266884112,1740804859,bafkreiagkqhvd6xxfb33f7pgjqy7lqdmmj2pey2ppd276hpa2an4txg2je,,,,
0xFdb70728BF986DfA715712c29b6e440C007A5DCA,1,0.222968752,1740804896,bafkreidcc7n2npxvbraogoqrc63ydjnemhnsfwnqaybxwo7oi5gmuhq2be,,,,
0x9E28Ef7cb1479dcEaa7B8eCd78f674DBd4C67495,2,0.371619621,1740804995,bafkreicj6223bwv5cez7yxommuy5ox2afdta2ixukspdngz6l7i6u73hxy,,,,
0x3113E093E079E39e79A494D02FF15C353b076693,1,0.519341811,1740805020,bafkreihqablgzkdovoire2hzwcky3pqvf7lm3b64n4rjggcwheokf55qxy,,,,
